Year,Round,Race,PoleTime,TopSpeed,AvgSpeed,FullThrottleTime,MostCommonGear,AirTemp,TrackTemp,Humidity,Pressure,Rainfall
2021,10,British Grand Prix,86.023,325.0,244.1708683,58.839,8,24.9275,38.82,54.37,1009.815,False
2021,11,Hungarian Grand Prix,75.419,312.0,207.2038217,41.642,5,29.25517241,59.23908046,46.57126437,982.7057471,False
2021,12,Belgian Grand Prix,116.559,312.0,215.6226804,62.6,8,14.3238806,17.5880597,93.01268657,970.8738806,True
2021,13,Dutch Grand Prix,68.885,309.0,221.5594406,43.079,7,19.08659794,35.22371134,62.09793814,1018.897938,False
2021,14,Italian Grand Prix,79.555,338.0,260.6374622,61.483,8,25.41794872,32.0,43.46153846,995.2089744,False
2021,15,Russian Grand Prix,101.993,296.0,204.5200946,57.955,7,14.03924051,16.43797468,77.84936709,1015.788608,True
2021,16,Turkish Grand Prix,82.868,321.0,228.2869565,54.837,7,18.416,22.66133333,81.47866667,1004.596,True
2021,17,United States Grand Prix,92.91,319.0,210.8372093,55.759,7,29.61898734,36.68481013,55.27088608,991.7721519,True
2021,18,Mexico City Grand Prix,75.875,346.0,201.5477707,37.399,3,21.64134615,45.03173077,20.06826923,783.5153846,False
2021,19,São Paulo Grand Prix,67.934,325.0,224.6985816,41.48,8,15.7025641,24.98846154,80.18589744,930.3538462,False
2021,20,Qatar Grand Prix,80.827,319.0,240.4302671,56.796,7,25.93846154,29.23974359,66.62692308,1009.602564,False
2021,21,Saudi Arabian Grand Prix,87.511,325.0,251.5082418,59.0,8,28.15384615,30.85769231,72.06025641,1013.74359,False
2021,22,Abu Dhabi Grand Prix,82.109,325.0,228.5350877,53.921,7,25.12962963,29.17283951,57.35802469,1018.630864,False
2022,1,Bahrain Grand Prix,90.558,318.0,214.7731343,58.0,7,19.43589744,25.40384615,55.6025641,1013.682051,False
2022,2,Saudi Arabian Grand Prix,88.2,335.0,246.3169231,65.518,6,23.48041958,25.36433566,58.68531469,1014.342657,False
2022,3,Australian Grand Prix,77.868,314.0,241.8784722,55.721,8,23.23783784,29.15225225,57.65765766,1017.348649,False
2022,4,Emilia Romagna Grand Prix,78.793,305.0,222.8239203,52.361,7,12.43982301,14.31238938,86.44247788,997.7274336,True
2022,5,Miami Grand Prix,88.796,336.0,216.4181818,49.2,8,33.21,51.20875,39.3875,1008.54,False
2022,6,Spanish Grand Prix,78.75,318.0,211.9673203,44.841,4,34.67051282,47.19871795,18.76923077,1003.371795,False
2022,7,Monaco Grand Prix,71.376,286.0,163.5955056,31.521,2,26.71234568,48.44444444,46.14814815,1003.701235,False
2022,8,Azerbaijan Grand Prix,101.359,334.0,214.3759791,63.321,8,24.82477876,35.17522124,68.23893805,1015.619469,False
2022,9,Canadian Grand Prix,81.299,306.0,189.9356913,40.88,3,13.49444444,18.12333333,76.3,1006.946667,True
2022,10,British Grand Prix,100.19,299.0,208.7918919,48.198,7,14.90379747,20.85316456,86.34177215,999.7151899,True
2022,11,Austrian Grand Prix,64.984,322.0,238.6446281,44.64,8,19.0010101,35.94949495,34.43434343,946.3232323,False
2022,12,French Grand Prix,90.872,331.0,228.7159763,55.758,8,30.51428571,54.81298701,45.22077922,967.8142857,False
2022,13,Hungarian Grand Prix,77.377,312.0,202.639576,41.847,4,22.2025641,29.80512821,71.08974359,984.3371795,False
2022,14,Belgian Grand Prix,103.665,340.0,240.0528967,69.64,8,15.20666667,20.7,84.80952381,969.0371429,False
2022,15,Dutch Grand Prix,70.342,327.0,216.6388889,40.239,4,26.92380952,39.05952381,30.27380952,1010.036905,False
2022,16,Italian Grand Prix,80.161,343.0,258.6830065,60.002,8,27.60769231,40.26410256,34.70512821,990.775641,False
2022,17,Singapore Grand Prix,109.412,293.0,164.205379,41.241,3,26.8475,27.78375,81.4125,1009.14375,False
2022,18,Japanese Grand Prix,89.304,331.0,234.3899371,56.281,6,19.8961039,26.4974026,57.46753247,1014.724675,False
2022,19,United States Grand Prix,94.356,321.0,206.1323944,53.802,7,30.04050633,35.86835443,36.81012658,991.0974684,False
2022,20,Mexico City Grand Prix,77.775,349.0,197.8103448,37.315,3,25.62948718,48.52820513,36.26923077,782.5807692,False
2022,21,São Paulo Grand Prix,71.41,326.0,212.0676692,41.68,3,19.16419753,26.71358025,93.58024691,924.4481481,True
2022,22,Abu Dhabi Grand Prix,83.824,327.0,221.4886731,53.16,7,28.7630137,33.94246575,69.71232877,1014.713699,False
2023,1,Bahrain Grand Prix,89.708,323.0,213.8396226,56.322,7,23.88,28.08526316,21.65263158,1017.641053,False
2023,2,Saudi Arabian Grand Prix,88.265,338.0,253.1820896,65.759,8,27.02375,31.66625,44.7375,1010.48,False
2023,3,Australian Grand Prix,76.732,326.0,244.8729097,54.2,7,15.20421053,22.71263158,53.4,1018.930526,True
2023,4,Azerbaijan Grand Prix,100.203,334.0,210.9846939,63.44,3,19.46132075,33.08584906,80.62264151,1011.65283,False
2023,5,Miami Grand Prix,86.841,340.0,223.8220859,51.08,8,28.64482759,43.26666667,59.20689655,1017.397701,False
2023,6,Monaco Grand Prix,71.365,290.0,169.2633588,30.842,2,25.58604651,46.49534884,34.6627907,1016.240698,False
2023,7,Spanish Grand Prix,72.272,330.0,231.0905797,47.999,7,20.85340909,24.94090909,71.94318182,1000.636364,True
2023,8,Canadian Grand Prix,79.092,337.0,198.5625,38.878,3,16.46629213,18.45617978,87.71910112,1004.91236,True
2023,9,Austrian Grand Prix,64.391,325.0,237.5737705,45.085,8,26.7,39.60941176,41.57647059,930.5976471,False
2023,10,British Grand Prix,86.72,328.0,241.7062315,58.319,8,21.29787234,22.92659574,78.39361702,999.3968085,True
2023,11,Hungarian Grand Prix,76.609,311.0,205.9055944,42.832,5,26.25897436,43.86282051,34.5,987.3423077,False
2023,12,Belgian Grand Prix,106.168,339.0,235.4925743,69.359,8,19.25157895,23.64421053,88.67368421,961.5884211,True
2023,13,Dutch Grand Prix,70.567,326.0,216.3088803,41.121,4,17.963,22.432,77.91,1009.405,True
2023,14,Italian Grand Prix,80.294,350.0,260.9425676,59.16,8,28.17974684,39.42658228,40.84810127,998.9898734,False
2023,15,Singapore Grand Prix,90.984,315.0,191.9589443,47.799,4,29.51909091,34.15272727,77.35454545,1009.78,False
2023,16,Japanese Grand Prix,88.877,335.0,234.4441088,58.001,7,26.08695652,36.55326087,47.5,1009.395652,False
2023,17,Qatar Grand Prix,83.778,322.0,231.4542587,51.079,7,31.41686747,34.38554217,55.80722892,1006.46747,False
2023,18,United States Grand Prix,94.723,327.0,206.2115942,53.122,3,35.46075949,41.36582278,12.53164557,993.1050633,False
2023,19,Mexico City Grand Prix,77.166,351.0,198.9180887,37.523,3,25.8025641,44.11153846,27.1025641,780.2602564,False
2023,20,São Paulo Grand Prix,70.162,332.0,219.4226415,40.959,3,29.37906977,38.33372093,57.3372093,917.4872093,True
2023,21,Las Vegas Grand Prix,92.726,346.0,237.7288136,63.682,8,15.1278481,16.88101266,61.06329114,942.2240506,False
2023,22,Abu Dhabi Grand Prix,83.445,329.0,226.9009585,54.319,7,26.73333333,31.84615385,66.30769231,1014.437179,False
2024,1,Bahrain Grand Prix,89.179,322.0,216.7188406,55.443,6,18.04935065,21.51428571,46.94805195,1019.064935,False
2024,2,Saudi Arabian Grand Prix,87.472,331.0,254.0701754,66.76,8,25.10638298,30.78617021,56.05319149,1014.804255,False
2024,3,Australian Grand Prix,75.915,327.0,247.6478873,55.919,8,18.74230769,34.41410256,53.58974359,1024.023077,True
2024,4,Japanese Grand Prix,88.197,324.0,236.0782609,58.841,6,17.53947368,26.71052632,58.10526316,1013.840789,False
2024,5,Chinese Grand Prix,93.66,336.0,208.3305785,53.002,3,22.09418605,33.88837209,55.43023256,1007.45,False
2024,6,Miami Grand Prix,87.241,338.0,220.597561,51.76,3,29.06363636,47.29480519,54.87012987,1015.520779,False
2024,7,Emilia Romagna Grand Prix,74.746,340.0,235.5663082,52.12,7,24.188,41.55866667,43.25333333,1008.014667,False
2024,8,Monaco Grand Prix,70.27,288.0,164.7620818,31.281,2,21.24210526,44.72631579,60.85526316,1016.865789,False
2024,9,Canadian Grand Prix,71.742,328.0,217.3754513,45.2,7,20.55384615,31.11666667,66.88461538,1000.762821,True
2024,10,Spanish Grand Prix,71.383,325.0,233.6592593,48.916,7,24.08947368,36.53552632,68.35526316,1003.706579,False
2024,11,Austrian Grand Prix,64.314,324.0,240.7991632,45.123,8,31.32894737,46.10789474,37.69736842,938.5013158,False
2024,12,British Grand Prix,85.819,325.0,248.0498442,58.721,8,13.69764706,21.21529412,74.38823529,987.3494118,True
2024,13,Hungarian Grand Prix,75.227,313.0,210.2112676,39.164,4,24.3752381,30.31333333,61.80952381,984.012381,True
2024,14,Belgian Grand Prix,113.159,319.0,221.3,66.041,8,18.00126582,22.02278481,92.70886076,966.5139241,True
2024,15,Dutch Grand Prix,69.673,329.0,220.4552529,39.641,7,24.48101266,30.14050633,66.32911392,1002.44557,False
2024,16,Italian Grand Prix,79.327,347.0,263.4836601,58.638,8,33.44556962,48.73037975,36.83544304,995.8670886,False
2024,17,Azerbaijan Grand Prix,101.365,339.0,209.7719298,60.677,8,27.02435897,36.74871795,36.51282051,1016.161538,False
2024,18,Singapore Grand Prix,89.525,313.0,198.2478134,47.359,3,29.43333333,31.96344086,79.03225806,1007.590323,False
2024,19,United States Grand Prix,92.33,327.0,212.2985507,53.443,3,28.56133333,38.21733333,38.65333333,1005.437333,False
2024,20,Mexico City Grand Prix,75.946,349.0,202.2808219,37.079,3,21.96296296,39.41234568,40.5308642,784.7111111,False
2024,21,São Paulo Grand Prix,83.405,308.0,184.5,27.401,3,20.27196262,23.37943925,93.35514019,927.6383178,True
2024,22,Las Vegas Grand Prix,92.312,347.0,239.9546742,63.241,8,11.83469388,14.06530612,26.75510204,941.3316327,False
2024,23,Qatar Grand Prix,80.52,324.0,240.6092715,57.28,7,18.80769231,21.72051282,59.52564103,1017.724359,False
2024,24,Abu Dhabi Grand Prix,82.595,324.0,228.103125,54.401,7,25.81111111,29.67283951,65.79012346,1017.335802,False
2025,1,Australian Grand Prix,75.096,329.0,250.118705,42.282,8,30.336,40.50133333,46.14666667,1009.376,False
2025,2,Chinese Grand Prix,90.641,330.0,214.7771084,19.241,3,26.13246753,38.67012987,13.81818182,1015.151948,False
2025,3,Japanese Grand Prix,86.983,325.0,240.0216718,59.121,6,14.69529412,32.14117647,58.62352941,1013.291765,False
2025,4,Bahrain Grand Prix,89.841,315.0,214.4255319,50.92,6,26.29655172,30.89425287,57.11494253,1004.088506,False
2025,5,Saudi Arabian Grand Prix,87.294,338.0,251.2264151,66.362,8,29.5755814,37.2255814,57.56976744,1006.3,False
2025,6,Miami Grand Prix,86.204,340.0,223.2211838,52.801,8,27.97435897,41.01538462,63.05128205,1013.488462,False
2025,7,Emilia Romagna Grand Prix,74.67,323.0,233.3726937,49.28,7,22.80090909,39.41636364,30.43636364,1008.619091,False
2025,8,Monaco Grand Prix,69.954,289.0,166.7859922,30.882,2,21.13763441,40.28709677,59.44086022,1014.924731,False
2025,9,Spanish Grand Prix,71.546,328.0,233.095941,45.361,7,29.13636364,46.82337662,37.09090909,1005.480519,False
2025,10,Canadian Grand Prix,70.899,332.0,219.858209,48.079,7,21.3,43.14588235,30.69411765,1018.96,False
2025,11,Austrian Grand Prix,63.971,324.0,242.5574468,43.238,8,27.77386364,47.19659091,33.89772727,945.3329545,False
2025,12,British Grand Prix,84.892,324.0,244.0536278,57.918,8,20.19655172,27.43218391,72.7816092,994.8505747,False
2025,13,Belgian Grand Prix,100.562,339.0,247.9893048,65.721,8,22.64556962,37.72658228,54.16455696,967.7291139,False
2025,14,Hungarian Grand Prix,75.372,315.0,210.2518248,42.074,4,28.14880952,42.53333333,37.21428571,983.3440476,False
2025,15,Dutch Grand Prix,68.662,326.0,223.6743295,38.717,7,20.59487179,34.22820513,64.47435897,1006.151282,False
2025,16,Italian Grand Prix,78.792,348.0,263.0380623,60.443,8,26.60641026,42.77820513,35.82051282,998.624359,False
2025,17,Azerbaijan Grand Prix,101.117,339.0,211.40625,61.279,3,20.74888889,26.07851852,59.48888889,1013.573333,True
2025,18,Singapore Grand Prix,89.158,316.0,196.2173913,47.16,3,29.86341463,34.96097561,69.13414634,1011.464634,False
2025,19,United States Grand Prix,92.51,324.0,211.6982759,53.36,3,33.92272727,45.7125,36.32954545,989.3784091,False
2025,20,Mexico City Grand Prix,75.586,351.0,199.299639,34.32,3,26.18974359,46.03589744,27.46153846,780.5282051,False
2025,21,São Paulo Grand Prix,69.511,336.0,220.5183824,40.719,3,25.97073171,40.2804878,56.45121951,918.3682927,False
2025,22,Las Vegas Grand Prix,107.934,331.0,205.9420655,51.319,3,11.72823529,12.54941176,65.54117647,945.9623529,True
2025,23,Qatar Grand Prix,79.387,327.0,243.7894737,53.92,7,20.50465116,25.48139535,74.6744186,1016.560465,False
2025,24,Abu Dhabi Grand Prix,82.207,331.0,230.7909968,54.319,7,25.0961039,29.11038961,76.71428571,1017.201299,False
2026,1,Australian Grand Prix,78.518,327.0,239.5698925,50.002,7,20.45263158,34.27263158,63.71894737,1013.524211,False
2026,2,Chinese Grand Prix,92.064,332.0,210.3266476,51.478,2,17.75822785,30.99493671,34.37468354,1023.540506,False
2026,3,Japanese Grand Prix,88.778,321.0,218.3003003,59.241,4,16.53866667,29.66666667,51.58666667,1008.698667,False
2026,4,Miami Grand Prix,87.798,343.0,221.9783951,45.758,2,33.92222222,51.88271605,30.31975309,1010.202469,False
2026,5,Canadian Grand Prix,72.578,332.0,213.1941392,43.359,7,21.27594937,30.87594937,24.46202532,1028.665823,True
2026,6,Monaco Grand Prix,72.051,289.0,163.4776119,26.762,1,23.67857143,38.47619048,54.90952381,1017.496429,False
2026,7,Barcelona Grand Prix,74.679,341.0,226.7464286,43.399,6,30.72386364,50.1875,28.2625,1006.248864,False
2026,8,Austrian Grand Prix,66.113,329.0,231.1150794,39.518,8,33.34875,51.885,25.36,942.99875,False
2026,9,British Grand Prix,88.111,317.0,237.3183183,57.799,7,25.22857143,41.09880952,48.11904762,1007.596429,False
